ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10331,-1.5496147103029148,0.8101579745265014,5,0.056426139461643106,2004-11-17,Shipped,4,11,2004,Motorcycles,-0.49067102239680305,S50_4713,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Desconocido,Philadelphia,PA,71270,USA,Desconocido,Hernandez,Rosa,Medium
10341,0.29848822793099766,0.8101579745265014,3,0.6127869237322618,2004-11-24,Shipped,4,11,2004,Motorcycles,-0.49067102239680305,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,Desconocido,Salzburg,Desconocido,5020,Austria,EMEA,Pipps,Georg,Medium
10356,-0.9335803975582769,0.8101579745265014,4,0.20841858843227054,2004-12-09,Shipped,4,12,2004,Motorcycles,-0.49067102239680305,S50_4713,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Medium
10365,0.9145225406756355,0.8101579745265014,2,0.77675848461533,2005-01-07,Shipped,1,1,2005,Motorcycles,-0.49067102239680305,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Medium
10375,1.4278844679628335,0.8101579745265014,8,1.0060992881103459,2005-02-03,Shipped,1,2,2005,Motorcycles,-0.49067102239680305,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Medium
10390,-1.3442699393880353,0.8101579745265014,13,-0.034052538092790734,2005-03-04,Shipped,1,3,2005,Motorcycles,-0.49067102239680305,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10403,-0.4202184702710794,-0.7594452256802964,3,-0.7794291552955149,2005-04-08,Shipped,2,4,2005,Motorcycles,-0.49067102239680305,S50_4713,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Desconocido,Liverpool,Desconocido,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10105,0.6065053843033164,-0.6439311556713943,5,-0.35645138367461093,2003-02-11,Shipped,1,2,2003,Ships,-0.8639837134040912,S700_1138,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Desconocido,Kobenhavn,Desconocido,1734,Denmark,EMEA,Petersen,Jytte,Small
10119,-1.0362527830157167,-0.34647003118495084,14,-0.8890059908717313,2003-04-28,Shipped,2,4,2003,Ships,-0.8639837134040912,S700_1138,Salzburg Collectables,6562-9555,Geislweg 14,Desconocido,Salzburg,Desconocido,5020,Austria,EMEA,Pipps,Georg,Small
10129,-0.4202184702710794,-1.1729161887164519,5,-0.919822609232157,2003-06-12,Shipped,2,6,2003,Ships,-0.8639837134040912,S700_1138,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Desconocido,London,Desconocido,WX3 6FW,UK,EMEA,Brown,Ann,Small
10142,0.6065053843033164,-0.9746087723921568,2,-0.504952187604577,2003-08-08,Shipped,3,8,2003,Ships,-0.8639837134040912,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10153,0.8118501552181958,-0.9413922801578372,1,-0.4198005765896283,2003-09-28,Shipped,3,9,2003,Ships,-0.8639837134040912,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10167,0.8118501552181958,-0.41240724711277904,12,-0.17065568372712864,2003-10-23,Cancelled,4,10,2003,Ships,-0.8639837134040912,S700_1138,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Desconocido,Boras,Desconocido,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10177,-1.1389251684731565,-0.37968652341927045,3,-0.9393714772669642,2003-11-07,Shipped,4,11,2003,Ships,-0.8639837134040912,S700_1138,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Desconocido,Madrid,Desconocido,28023,Spain,EMEA,Fernandez,Jesus,Small
10185,-1.4469423248454751,-1.4703773132028952,3,-1.3140581146007733,2003-11-14,Shipped,4,11,2003,Ships,-0.8639837134040912,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Small
10197,-1.2415975539305957,-0.9413922801578372,9,-1.122147963151293,2003-11-26,Shipped,4,11,2003,Ships,-0.8639837134040912,S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Desconocido,Barcelona,Desconocido,8022,Spain,EMEA,Saavedra,Eduardo,Small
10208,0.29848822793099766,-0.44562373934709865,3,-0.38903826064041064,2004-01-02,Shipped,1,1,2004,Ships,-0.8639837134040912,S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Desconocido,Lyon,Desconocido,69004,France,EMEA,Saveley,Mary,Small
10222,-0.4202184702710794,-1.040545988319985,15,-0.8748765034754622,2004-02-19,Shipped,1,2,2004,Ships,-0.8639837134040912,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Desconocido,San Diego,CA,91217,USA,Desconocido,Thompson,Valarie,Small
10233,0.09314345701611873,-0.6439311556713943,3,-0.5483289536773663,2004-03-29,Shipped,1,3,2004,Ships,-0.8639837134040912,S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Desconocido,Newark,NJ,94019,USA,Desconocido,Brown,William,Small
10248,0.09314345701611873,-0.6107146634370747,6,-0.5352312120940456,2004-05-07,Cancelled,2,5,2004,Ships,-0.8639837134040912,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Small
10261,-0.11220131389876072,-1.0737624805543045,4,-0.7851526294368169,2004-06-17,Shipped,2,6,2004,Ships,-0.8639837134040912,S700_1138,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Desconocido,Montreal,Quebec,H1J 1C3,Canada,Desconocido,Fresnisre,Jean,Small
10273,-1.4469423248454751,-0.9081757879235176,7,-1.184742352550522,2004-07-21,Shipped,3,7,2004,Ships,-0.8639837134040912,S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Desconocido,Bruxelles,Desconocido,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283,1.0171949261330746,-0.24731632302280387,9,-0.007460647324331857,2004-08-20,Shipped,3,8,2004,Ships,-0.8639837134040912,S700_1138,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Desconocido,Tsawassen,BC,T2F 8M4,Canada,Desconocido,Lincoln,Elizabeth,Medium
10295,-0.9335803975582769,-0.41240724711277904,4,-0.866150105994369,2004-09-10,Shipped,3,9,2004,Ships,-0.8639837134040912,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Desconocido,Boston,MA,51003,USA,Desconocido,Yoshido,Juri,Small
10306,1.5305568534202727,-1.4703773132028952,3,-0.46368235508665034,2004-10-14,Shipped,4,10,2004,Ships,-0.8639837134040912,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10315,0.6065053843033164,-1.0737624805543045,2,-0.5494801647949717,2004-10-29,Shipped,4,10,2004,Ships,-0.8639837134040912,S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10326,0.4011606133884374,-1.1729161887164519,1,-0.6591710354347244,2004-11-09,Shipped,4,11,2004,Ships,-0.8639837134040912,S700_1138,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Desconocido,Lule,Desconocido,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10339,-1.3442699393880353,0.8101579745265014,5,-0.4004526274762897,2004-11-23,Shipped,4,11,2004,Ships,-0.8639837134040912,S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Desconocido,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10350,1.119867311590515,-0.34647003118495084,11,-0.014699158738331565,2004-12-02,Shipped,4,12,2004,Ships,-0.8639837134040912,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10373,0.9145225406756355,0.8101579745265014,14,0.5832246910707367,2005-01-31,Shipped,1,1,2005,Ships,-0.8639837134040912,S700_1138,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Desconocido,Oulu,Desconocido,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10385,-1.0362527830157167,-0.3132535389506313,1,-0.8799103369944251,2005-02-28,Shipped,1,2,2005,Ships,-0.8639837134040912,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10396,0.4011606133884374,-0.8422385719956894,1,-0.5179141731598785,2005-03-23,Shipped,1,3,2005,Ships,-0.8639837134040912,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10414,0.19581584247355846,-0.6107146634370747,6,-0.49649187193840216,2005-05-06,On Hold,2,5,2005,Ships,-0.8639837134040912,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Desconocido,Boston,MA,51003,USA,Desconocido,Yoshido,Juri,Small
10106,-0.4202184702710794,0.8101579745265014,7,-0.1308248651062085,2003-02-17,Shipped,1,2,2003,Planes,-0.2417958950586111,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,1.222539697047954,-0.07181425957580231,13,0.1683271182375529,2003-04-29,Shipped,2,4,2003,Planes,-0.2417958950586111,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10133,-1.1389251684731565,-0.29838048272630974,8,-0.9179980482155748,2003-06-27,Shipped,2,6,2003,Planes,-0.2417958950586111,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10143,0.09314345701611873,0.8101579745265014,2,0.21290396759803476,2003-08-10,Shipped,3,8,2003,Planes,-0.2417958950586111,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Medium
10156,1.3252120825053932,0.8101579745265014,2,0.7603374354660919,2003-10-08,Shipped,4,10,2003,Planes,-0.2417958950586111,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10168,-0.728235626643398,0.7432292215170522,14,-0.42990625531539983,2003-10-28,Shipped,4,10,2003,Planes,-0.2417958950586111,S700_1691,Technics Stores Inc.,6505556809,9408 Furth Circle,Desconocido,Burlingame,CA,94217,USA,Desconocido,Hirano,Juri,Small
10199,1.3252120825053932,-0.026699322362024387,2,0.23668842370705068,2003-12-01,Shipped,4,12,2003,Planes,-0.2417958950586111,S700_1691,West Coast Collectables Co.,3105553722,3675 Furth Circle,Desconocido,Burbank,CA,94019,USA,Desconocido,Thompson,Steve,Medium
10210,-1.4469423248454751,-0.2532655455125326,12,-1.0341020336189686,2004-01-12,Shipped,1,1,2004,Planes,-0.2417958950586111,S700_1691,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Desconocido,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,-1.0362527830157167,0.8101579745265014,14,-0.5534170896075371,2004-02-20,Shipped,1,2,2004,Planes,-0.2417958950586111,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10235,-1.0362527830157167,0.8101579745265014,8,-0.5287094925079888,2004-04-02,Shipped,2,4,2004,Planes,-0.2417958950586111,S700_1691,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Desconocido,Tsawassen,BC,T2F 8M4,Canada,Desconocido,Lincoln,Elizabeth,Small
10250,-0.4202184702710794,0.38082241818440243,9,-0.3922529633839123,2004-05-11,Shipped,2,5,2004,Planes,-0.2417958950586111,S700_1691,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Small
10262,0.5038329988458771,0.018415614851751923,4,-0.10463481218068738,2004-06-24,Cancelled,2,6,2004,Planes,-0.2417958950586111,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10275,-0.31754608481363966,0.2900967752160373,14,-0.3744526329899958,2004-07-23,Shipped,3,7,2004,Planes,-0.2417958950586111,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Small
10284,-1.1389251684731565,-0.026699322362024387,6,-0.8465795169950783,2004-08-21,Shipped,3,8,2004,Planes,-0.2417958950586111,S700_1691,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Desconocido,Oslo,Desconocido,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10296,0.7091777697607561,0.8101579745265014,2,0.4033099422570594,2004-09-15,Shipped,3,9,2004,Planes,-0.2417958950586111,S700_1691,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Desconocido,Munich,Desconocido,80686,Germany,EMEA,Donnermeyer,Michael,Medium
10308,-1.4469423248454751,0.8101579745265014,12,-0.7216459595292966,2004-10-15,Shipped,4,10,2004,Planes,-0.2417958950586111,S700_1691,Mini Classics,9145554562,3758 North Pendale Street,Desconocido,White Plains,NY,24067,USA,Desconocido,Frick,Steve,Small
10316,-0.11220131389876072,-0.07181425957580231,4,-0.41201904106355103,2004-11-01,Shipped,4,11,2004,Planes,-0.2417958950586111,S700_1691,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Desconocido,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10328,-0.8309080121008378,0.8101579745265014,8,-0.4299605577266076,2004-11-12,Shipped,4,11,2004,Planes,-0.2417958950586111,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Small
10340,-0.5228908557285186,0.24498183800225937,5,-0.4864893677939256,2004-11-24,Shipped,4,11,2004,Planes,-0.2417958950586111,S700_1691,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Desconocido,Barcelona,Desconocido,8022,Spain,EMEA,Saavedra,Eduardo,Small
10353,0.4011606133884374,0.8101579745265014,9,0.8090955704895743,2004-12-04,Shipped,4,12,2004,Planes,-0.2417958950586111,S700_1691,Gift Ideas Corp.,2035554407,2440 Pompton St.,Desconocido,Glendale,CT,97561,USA,Desconocido,Lewis,Dan,Medium
10361,-1.5496147103029148,-1.1461446875126724,4,-1.272353862793184,2004-12-17,Shipped,4,12,2004,Planes,-0.2417958950586111,S700_1691,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10375,0.19581584247355846,-0.08867038996336675,6,-0.2849242476316987,2005-02-03,Shipped,1,2,2005,Planes,-0.2417958950586111,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Desconocido,Nantes,Desconocido,44000,France,EMEA,Labrune,Janine,Medium
10388,1.119867311590515,0.8101579745265014,2,3.5365590689470277,2005-03-03,Shipped,1,3,2005,Planes,-0.2417958950586111,S700_1691,FunGiftIdeas.com,5085552555,1785 First Street,Desconocido,New Bedford,MA,50553,USA,Desconocido,Benitez,Violeta,Large
10398,1.222539697047954,0.19986690078848224,6,0.3081884085443589,2005-03-30,Shipped,1,3,2005,Planes,-0.2417958950586111,S700_1691,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Medium
10401,-2.4736661794198707,0.8101579745265014,8,-1.313346753013951,2005-04-03,On Hold,2,4,2005,Planes,-0.2417958950586111,S700_1691,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Desconocido,Newark,NJ,94019,USA,Desconocido,Brown,William,Small
10416,-1.2415975539305957,0.38082241818440243,9,-0.7890515425615365,2005-05-10,Shipped,2,5,2005,Planes,-0.2417958950586111,S700_1691,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Small
10105,-0.6255632411859583,-0.6697111197935522,12,-0.8251463552913605,2003-02-11,Shipped,1,2,2003,Ships,-0.36623345872770685,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Desconocido,Kobenhavn,Desconocido,1734,Denmark,EMEA,Petersen,Jytte,Small
10117,0.29848822793099766,-0.19724370040091904,6,-0.285657330183004,2003-04-16,Shipped,2,4,2003,Ships,-0.36623345872770685,S700_1938,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Desconocido,Singapore,Desconocido,79903,Singapore,Japan,Natividad,Eric,Medium
10128,-0.31754608481363966,0.6614274122832797,3,-0.24430061380714463,2003-06-06,Shipped,2,6,2003,Ships,-0.36623345872770685,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10142,0.8118501552181958,0.017424077770130865,9,0.0317891354966647,2003-08-08,Shipped,3,8,2003,Ships,-0.36623345872770685,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10153,-0.4202184702710794,0.1894557614314575,8,-0.4572312286351638,2003-09-28,Shipped,3,9,2003,Ships,-0.36623345872770685,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10166,-0.6255632411859583,0.8101579745265014,3,-0.2931890746175258,2003-10-21,Shipped,4,10,2003,Ships,-0.36623345872770685,S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,Desconocido,New Bedford,MA,50553,USA,Desconocido,Benitez,Violeta,Medium
10177,-0.4202184702710794,0.23209185594118076,10,-0.4427542058071648,2003-11-07,Shipped,4,11,2003,Ships,-0.36623345872770685,S700_1938,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Desconocido,Madrid,Desconocido,28023,Spain,EMEA,Fernandez,Jesus,Small
10185,-0.5228908557285186,0.5325275916724881,10,-0.3920031722923564,2003-11-14,Shipped,4,11,2003,Ships,-0.36623345872770685,S700_1938,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Small
10196,1.5305568534202727,0.5325275916724881,2,0.6332263513108775,2003-11-26,Shipped,4,11,2003,Ships,-0.36623345872770685,S700_1938,Super Scale Inc.,2035559545,567 North Pendale Street,Desconocido,New Haven,CT,97823,USA,Desconocido,Murphy,Leslie,Medium
10208,0.5038329988458771,-0.15411183735038483,10,-0.18022376858194264,2004-01-02,Shipped,1,1,2004,Ships,-0.36623345872770685,S700_1938,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Desconocido,Lyon,Desconocido,69004,France,EMEA,Saveley,Mary,Medium
10221,-1.2415975539305957,0.6614274122832797,4,-0.7183606636512248,2004-02-18,Shipped,1,2,2004,Ships,-0.36623345872770685,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Desconocido,Bruxelles,Desconocido,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10232,-0.9335803975582769,0.23209185594118076,7,-0.6826079561120103,2004-03-20,Shipped,1,3,2004,Ships,-0.36623345872770685,S700_1938,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Desconocido,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10248,0.5038329988458771,0.8101579745265014,13,0.3276123810333879,2004-05-07,Cancelled,2,5,2004,Ships,-0.36623345872770685,S700_1938,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Desconocido,NYC,NY,10022,USA,Desconocido,Yu,Kwai,Medium
10273,-1.4469423248454751,0.8101579745265014,14,-0.7644091083554378,2004-07-21,Shipped,3,7,2004,Ships,-0.36623345872770685,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Desconocido,Bruxelles,Desconocido,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10282,0.8118501552181958,0.1463238983809225,2,0.09249923122698318,2004-08-20,Shipped,3,8,2004,Ships,-0.36623345872770685,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Medium
10293,-0.6255632411859583,-0.5834473936924842,5,-0.7977453585959052,2004-09-09,Shipped,3,9,2004,Ships,-0.36623345872770685,S700_1938,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Desconocido,Torino,Desconocido,10100,Italy,EMEA,Accorti,Paolo,Small
10306,0.29848822793099766,0.4041235396025066,10,-0.03535579596177798,2004-10-14,Shipped,4,10,2004,Ships,-0.36623345872770685,S700_1938,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10314,-1.2415975539305957,-0.36877961552143473,2,-0.9778936077777765,2004-10-22,Shipped,4,10,2004,Ships,-0.36623345872770685,S700_1938,Heintze Collectables,86 21 3555,Smagsloget 45,Desconocido,Aaarhus,Desconocido,8200,Denmark,EMEA,Ibsen,Palle,Small
10327,-1.5496147103029148,0.8101579745265014,7,-0.04598820807626496,2004-11-10,Resolved,4,11,2004,Ships,-0.36623345872770685,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Desconocido,Kobenhavn,Desconocido,1734,Denmark,EMEA,Petersen,Jytte,Medium
10337,0.09314345701611873,-0.6622745916813919,9,-0.555562034850245,2004-11-21,Shipped,4,11,2004,Ships,-0.36623345872770685,S700_1938,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Desconocido,Hernandez,Maria,Small
10350,-0.728235626643398,0.8101579745265014,4,-0.3418711862653168,2004-12-02,Shipped,4,12,2004,Ships,-0.36623345872770685,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10372,0.9145225406756355,0.8101579745265014,2,0.5120233694950717,2005-01-26,Shipped,1,1,2005,Ships,-0.36623345872770685,S700_1938,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Desconocido,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
